onset	duration	sample	trial_type	response_time	stim_file	value	HED	face_type	event_type	event_order	trial_dist	time_dist
98.3794545455	n/a	n/a	famous_second_early	n/a	f040.bmp	6	n/a	famous	faces	2	1	3.2073
99.2967272727	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
101.5203636364	n/a	n/a	unfamiliar_new	n/a	u023.bmp	13	n/a	unfamiliar	faces	1	0	0
102.3903636364	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
104.7440000000	n/a	n/a	unfamiliar_second_early	n/a	u023.bmp	14	n/a	unfamiliar	faces	2	1	3.2236
105.4585454545	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
107.9349090909	n/a	n/a	famous_second_late	n/a	f009.bmp	7	n/a	famous	faces	2	10	31.9573
108.6103636364	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
111.1421818182	n/a	n/a	famous_new	n/a	f056.bmp	5	n/a	famous	faces	1	0	0
111.7940000000	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
114.2158181818	n/a	n/a	unfamiliar_second_late	n/a	u069.bmp	15	n/a	unfamiliar	faces	2	11	35.1309
114.8503636364	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
117.3394545455	n/a	n/a	unfamiliar_new	n/a	u013.bmp	13	n/a	unfamiliar	faces	1	0	0
118.0512727273	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
120.5303636364	n/a	n/a	famous_second_late	n/a	f035.bmp	7	n/a	famous	faces	2	12	38.3218
121.4867272727	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
123.7040000000	n/a	n/a	famous_new	n/a	f031.bmp	5	n/a	famous	faces	1	0	0
124.6749090909	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
126.9785454545	n/a	n/a	famous_second_early	n/a	f031.bmp	6	n/a	famous	faces	2	1	3.2745
127.8603636364	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
129.9685454545	n/a	n/a	famous_second_late	n/a	f048.bmp	7	n/a	famous	faces	2	13	41.2618
130.6240000000	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
133.2267272727	n/a	n/a	scrambled_new	n/a	s149.bmp	17	n/a	scrambled	faces	1	0	0
134.1812727273	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
136.3503636364	n/a	n/a	scrambled_second_early	n/a	s149.bmp	18	n/a	scrambled	faces	2	1	3.1236
137.2567272727	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
139.4240000000	n/a	n/a	famous_new	n/a	f117.bmp	5	n/a	famous	faces	1	0	0
140.1467272727	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
142.4812727273	n/a	n/a	famous_second_early	n/a	f117.bmp	6	n/a	famous	faces	2	1	3.0573
143.0394545455	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
145.5549090909	n/a	n/a	scrambled_new	n/a	s002.bmp	17	n/a	scrambled	faces	1	0	0
146.4530909091	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
148.6121818182	n/a	n/a	scrambled_second_early	n/a	s002.bmp	18	n/a	scrambled	faces	2	1	3.0573
149.5603636364	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
151.8858181818	n/a	n/a	famous_second_late	n/a	f056.bmp	7	n/a	famous	faces	2	13	40.7436
152.4930909091	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
155.0103636364	n/a	n/a	famous_new	n/a	f060.bmp	5	n/a	famous	faces	1	0	0
155.9685454545	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
158.1003636364	n/a	n/a	unfamiliar_second_late	n/a	u013.bmp	15	n/a	unfamiliar	faces	2	13	40.7609
158.8276363636	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
161.2085454545	n/a	n/a	scrambled_new	n/a	s080.bmp	17	n/a	scrambled	faces	1	0	0
161.9312727273	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
164.4485454545	n/a	n/a	famous_new	n/a	f130.bmp	5	n/a	famous	faces	1	0	0
165.1076363636	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
167.6894545455	n/a	n/a	scrambled_new	n/a	s049.bmp	17	n/a	scrambled	faces	1	0	0
168.4403636364	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
170.7458181818	n/a	n/a	unfamiliar_new	n/a	u070.bmp	13	n/a	unfamiliar	faces	1	0	0
171.5885454545	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
173.9040000000	n/a	n/a	unfamiliar_second_early	n/a	u070.bmp	14	n/a	unfamiliar	faces	2	1	3.1582
174.6712727273	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
177.0612727273	n/a	n/a	unfamiliar_new	n/a	u024.bmp	13	n/a	unfamiliar	faces	1	0	0
177.9358181818	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
180.2512727273	n/a	n/a	famous_second_late	n/a	f060.bmp	7	n/a	famous	faces	2	8	25.2409
181.0958181818	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
183.3421818182	n/a	n/a	scrambled_new	n/a	s003.bmp	17	n/a	scrambled	faces	1	0	0
184.1358181818	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
186.4494545455	n/a	n/a	scrambled_second_early	n/a	s003.bmp	18	n/a	scrambled	faces	2	1	3.1073
187.3140000000	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
189.7403636364	n/a	n/a	scrambled_second_late	n/a	s080.bmp	19	n/a	scrambled	faces	2	9	28.5318
190.5212727273	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
192.8640000000	n/a	n/a	unfamiliar_new	n/a	u040.bmp	13	n/a	unfamiliar	faces	1	0	0
193.5103636364	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
196.1049090909	n/a	n/a	famous_second_late	n/a	f130.bmp	7	n/a	famous	faces	2	10	31.6564
196.7776363636	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
199.1949090909	n/a	n/a	famous_new	n/a	f098.bmp	5	n/a	famous	faces	1	0	0
200.0503636364	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
202.2358181818	n/a	n/a	famous_second_early	n/a	f098.bmp	6	n/a	famous	faces	2	1	3.0409
203.1640000000	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
205.3758181818	n/a	n/a	scrambled_second_late	n/a	s049.bmp	19	n/a	scrambled	faces	2	12	37.6864
206.0585454545	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
208.7503636364	n/a	n/a	scrambled_new	n/a	s022.bmp	17	n/a	scrambled	faces	1	0	0
209.5294545455	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
211.9249090909	n/a	n/a	famous_new	n/a	f071.bmp	5	n/a	famous	faces	1	0	0
212.5349090909	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
215.0821818182	n/a	n/a	famous_second_early	n/a	f071.bmp	6	n/a	famous	faces	2	1	3.1573
215.5549090909	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
218.1894545455	n/a	n/a	unfamiliar_second_late	n/a	u024.bmp	15	n/a	unfamiliar	faces	2	13	41.1282
219.1158181818	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
221.3794545455	n/a	n/a	unfamiliar_new	n/a	u027.bmp	13	n/a	unfamiliar	faces	1	0	0
222.3485454545	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
224.5876363636	n/a	n/a	famous_new	n/a	f028.bmp	5	n/a	famous	faces	1	0	0
225.1821818182	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
227.7949090909	n/a	n/a	unfamiliar_second_late	n/a	u040.bmp	15	n/a	unfamiliar	faces	2	11	34.9309
228.5276363636	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
230.8849090909	n/a	n/a	unfamiliar_new	n/a	u105.bmp	13	n/a	unfamiliar	faces	1	0	0
231.5149090909	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
233.9758181818	n/a	n/a	scrambled_new	n/a	s074.bmp	17	n/a	scrambled	faces	1	0	0
234.6621818182	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
237.1658181818	n/a	n/a	scrambled_second_early	n/a	s074.bmp	18	n/a	scrambled	faces	2	1	3.19
237.7530909091	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
240.3230909091	n/a	n/a	scrambled_second_late	n/a	s022.bmp	19	n/a	scrambled	faces	2	10	31.5727
240.8430909091	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
243.5812727273	n/a	n/a	scrambled_new	n/a	s040.bmp	17	n/a	scrambled	faces	1	0	0
244.1794545455	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
246.8058181818	n/a	n/a	scrambled_second_early	n/a	s040.bmp	18	n/a	scrambled	faces	2	1	3.2245
247.3558181818	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
250.1121818182	n/a	n/a	famous_new	n/a	f052.bmp	5	n/a	famous	faces	1	0	0
250.7421818182	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
253.2367272727	n/a	n/a	unfamiliar_second_late	n/a	u027.bmp	15	n/a	unfamiliar	faces	2	10	31.8573
254.0730909091	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
256.4776363636	n/a	n/a	unfamiliar_new	n/a	u115.bmp	13	n/a	unfamiliar	faces	1	0	0
257.0985454545	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
259.6676363636	n/a	n/a	unfamiliar_second_early	n/a	u115.bmp	14	n/a	unfamiliar	faces	2	1	3.19
260.1567272727	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
262.7421818182	n/a	n/a	famous_second_late	n/a	f028.bmp	7	n/a	famous	faces	2	12	38.1545
263.3176363636	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
265.8658181818	n/a	n/a	famous_new	n/a	f086.bmp	5	n/a	famous	faces	1	0	0
266.5185454545	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
269.1394545455	n/a	n/a	famous_second_early	n/a	f086.bmp	6	n/a	famous	faces	2	1	3.2736
269.7240000000	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
272.2467272727	n/a	n/a	unfamiliar_second_late	n/a	u105.bmp	15	n/a	unfamiliar	faces	2	13	41.3618
272.8003636364	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
275.4712727273	n/a	n/a	unfamiliar_new	n/a	u142.bmp	13	n/a	unfamiliar	faces	1	0	0
276.1940000000	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
278.6949090909	n/a	n/a	unfamiliar_second_early	n/a	u142.bmp	14	n/a	unfamiliar	faces	2	1	3.2236
279.3649090909	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
281.8521818182	n/a	n/a	scrambled_new	n/a	s090.bmp	17	n/a	scrambled	faces	1	0	0
282.4094545455	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
284.9094545455	n/a	n/a	scrambled_second_early	n/a	s090.bmp	18	n/a	scrambled	faces	2	1	3.0573
285.5085454545	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
288.2167272727	n/a	n/a	scrambled_new	n/a	s128.bmp	17	n/a	scrambled	faces	1	0	0
288.8885454545	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
291.4912727273	n/a	n/a	famous_second_late	n/a	f052.bmp	7	n/a	famous	faces	2	13	41.3791
292.0394545455	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
294.6985454545	n/a	n/a	unfamiliar_new	n/a	u073.bmp	13	n/a	unfamiliar	faces	1	0	0
295.3358181818	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
297.8894545455	n/a	n/a	unfamiliar_second_early	n/a	u073.bmp	14	n/a	unfamiliar	faces	2	1	3.1909
298.8958181818	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
301.0967272727	n/a	n/a	scrambled_new	n/a	s025.bmp	17	n/a	scrambled	faces	1	0	0
301.7058181818	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
304.2040000000	n/a	n/a	unfamiliar_new	n/a	u072.bmp	13	n/a	unfamiliar	faces	1	0	0
304.8421818182	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
307.3949090909	n/a	n/a	scrambled_new	n/a	s105.bmp	17	n/a	scrambled	faces	1	0	0
308.2976363636	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
310.6685454545	n/a	n/a	famous_new	n/a	f083.bmp	5	n/a	famous	faces	1	0	0
311.2930909091	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
313.9594545455	n/a	n/a	scrambled_second_late	n/a	s128.bmp	19	n/a	scrambled	faces	2	8	25.7427
314.6830909091	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
317.2003636364	n/a	n/a	scrambled_new	n/a	s023.bmp	17	n/a	scrambled	faces	1	0	0
318.0330909091	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
320.2585454545	n/a	n/a	scrambled_second_early	n/a	s023.bmp	18	n/a	scrambled	faces	2	1	3.0582
320.9149090909	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
323.2976363636	n/a	n/a	unfamiliar_new	n/a	u016.bmp	13	n/a	unfamiliar	faces	1	0	0
323.9812727273	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
326.2885454545	n/a	n/a	scrambled_second_late	n/a	s025.bmp	19	n/a	scrambled	faces	2	8	25.1918
326.8949090909	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
329.4121818182	n/a	n/a	unfamiliar_new	n/a	u021.bmp	13	n/a	unfamiliar	faces	1	0	0
330.2449090909	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
332.6367272727	n/a	n/a	unfamiliar_second_late	n/a	u072.bmp	15	n/a	unfamiliar	faces	2	9	28.4327
333.3840000000	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
335.9276363636	n/a	n/a	scrambled_new	n/a	s019.bmp	17	n/a	scrambled	faces	1	0	0
336.7085454545	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
339.1349090909	n/a	n/a	scrambled_second_early	n/a	s019.bmp	18	n/a	scrambled	faces	2	1	3.2073
340.0176363636	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
342.1912727273	n/a	n/a	scrambled_second_late	n/a	s105.bmp	19	n/a	scrambled	faces	2	11	34.7964
342.9767272727	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
345.2321818182	n/a	n/a	famous_new	n/a	f092.bmp	5	n/a	famous	faces	1	0	0
345.8776363636	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
348.4894545455	n/a	n/a	famous_second_early	n/a	f092.bmp	6	n/a	famous	faces	2	1	3.2573
349.1285454545	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
351.7640000000	n/a	n/a	famous_second_late	n/a	f083.bmp	7	n/a	famous	faces	2	13	41.0955
352.4240000000	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
355.0549090909	n/a	n/a	famous_new	n/a	f104.bmp	5	n/a	famous	faces	1	0	0
355.8367272727	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
358.2285454545	n/a	n/a	famous_second_early	n/a	f104.bmp	6	n/a	famous	faces	2	1	3.1736
358.9549090909	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
361.2685454545	n/a	n/a	unfamiliar_new	n/a	u026.bmp	13	n/a	unfamiliar	faces	1	0	0
362.0112727273	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
364.4930909091	n/a	n/a	unfamiliar_second_late	n/a	u016.bmp	15	n/a	unfamiliar	faces	2	13	41.1955
365.1894545455	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
367.7340000000	n/a	n/a	famous_new	n/a	f129.bmp	5	n/a	famous	faces	1	0	0
370.8076363636	n/a	n/a	unfamiliar_second_late	n/a	u021.bmp	15	n/a	unfamiliar	faces	2	13	41.3955
371.4567272727	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
373.9312727273	n/a	n/a	scrambled_new	n/a	s066.bmp	17	n/a	scrambled	faces	1	0	0
374.7658181818	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
377.0885454545	n/a	n/a	unfamiliar_new	n/a	u138.bmp	13	n/a	unfamiliar	faces	1	0	0
377.8249090909	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
380.4467272727	n/a	n/a	unfamiliar_second_early	n/a	u138.bmp	14	n/a	unfamiliar	faces	2	1	3.3582
380.9912727273	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
383.5867272727	n/a	n/a	unfamiliar_new	n/a	u116.bmp	13	n/a	unfamiliar	faces	1	0	0
384.2394545455	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
386.7440000000	n/a	n/a	unfamiliar_second_early	n/a	u116.bmp	14	n/a	unfamiliar	faces	2	1	3.1573
387.3403636364	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
389.9185454545	n/a	n/a	scrambled_new	n/a	s079.bmp	17	n/a	scrambled	faces	1	0	0
390.8794545455	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
393.1594545455	n/a	n/a	scrambled_second_early	n/a	s079.bmp	18	n/a	scrambled	faces	2	1	3.2409
394.0112727273	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
396.1994545455	n/a	n/a	unfamiliar_second_late	n/a	u026.bmp	15	n/a	unfamiliar	faces	2	11	34.9309
396.9112727273	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
399.2740000000	n/a	n/a	scrambled_new	n/a	s045.bmp	17	n/a	scrambled	faces	1	0	0
399.9021818182	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
402.4303636364	n/a	n/a	scrambled_second_early	n/a	s045.bmp	18	n/a	scrambled	faces	2	1	3.1564
403.0903636364	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
405.5376363636	n/a	n/a	famous_second_late	n/a	f129.bmp	7	n/a	famous	faces	2	12	37.8036
406.1130909091	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
408.5449090909	n/a	n/a	famous_new	n/a	f145.bmp	5	n/a	famous	faces	1	0	0
409.1376363636	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
411.8021818182	n/a	n/a	scrambled_second_late	n/a	s066.bmp	19	n/a	scrambled	faces	2	12	37.8709
412.3730909091	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
414.9758181818	n/a	n/a	unfamiliar_new	n/a	u085.bmp	13	n/a	unfamiliar	faces	1	0	0
415.6694545455	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
418.0330909091	n/a	n/a	scrambled_new	n/a	s094.bmp	17	n/a	scrambled	faces	1	0	0
418.7476363636	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
421.2076363636	n/a	n/a	famous_new	n/a	f058.bmp	5	n/a	famous	faces	1	0	0
421.8149090909	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
424.2640000000	n/a	n/a	famous_new	n/a	f016.bmp	5	n/a	famous	faces	1	0	0
424.9440000000	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
427.4049090909	n/a	n/a	famous_new	n/a	f046.bmp	5	n/a	famous	faces	1	0	0
428.1694545455	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
430.4621818182	n/a	n/a	famous_second_early	n/a	f046.bmp	6	n/a	famous	faces	2	1	3.0573
431.3621818182	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
433.6521818182	n/a	n/a	famous_second_late	n/a	f145.bmp	7	n/a	famous	faces	2	8	25.1073
434.2649090909	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
436.6930909091	n/a	n/a	scrambled_new	n/a	s091.bmp	17	n/a	scrambled	faces	1	0	0
437.3485454545	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
439.8840000000	n/a	n/a	scrambled_second_early	n/a	s091.bmp	18	n/a	scrambled	faces	2	1	3.1909
440.4412727273	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
443.1749090909	n/a	n/a	unfamiliar_second_late	n/a	u085.bmp	15	n/a	unfamiliar	faces	2	9	28.1991
443.7449090909	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
