onset	duration	sample	trial_type	response_time	stim_file	value	HED	face_type	event_type	event_order	trial_dist	time_dist
83.2558181818	n/a	n/a	unfamiliar_second_late	n/a	u104.bmp	15	n/a	unfamiliar	faces	2	8	25.2918
83.8303636364	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
86.4476363636	n/a	n/a	scrambled_new	n/a	s011.bmp	17	n/a	scrambled	faces	1	0	0
86.9912727273	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
89.6540000000	n/a	n/a	unfamiliar_second_late	n/a	u056.bmp	15	n/a	unfamiliar	faces	2	9	28.5827
90.2430909091	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
92.8776363636	n/a	n/a	famous_new	n/a	f053.bmp	5	n/a	famous	faces	1	0	0
93.4658181818	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
96.1021818182	n/a	n/a	famous_second_early	n/a	f053.bmp	6	n/a	famous	faces	2	1	3.2245
96.7730909091	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
99.3430909091	n/a	n/a	scrambled_second_late	n/a	s071.bmp	19	n/a	scrambled	faces	2	11	35.0809
99.9994545455	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
102.6167272727	n/a	n/a	famous_new	n/a	f006.bmp	5	n/a	famous	faces	1	0	0
103.3249090909	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
105.7076363636	n/a	n/a	unfamiliar_second_late	n/a	u046.bmp	15	n/a	unfamiliar	faces	2	12	38.3555
106.2576363636	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
108.7812727273	n/a	n/a	famous_new	n/a	f097.bmp	5	n/a	famous	faces	1	0	0
109.7894545455	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
111.8712727273	n/a	n/a	unfamiliar_second_late	n/a	u132.bmp	15	n/a	unfamiliar	faces	2	12	38.0709
112.4467272727	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
114.9621818182	n/a	n/a	famous_new	n/a	f056.bmp	5	n/a	famous	faces	1	0	0
115.5230909091	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
118.0694545455	n/a	n/a	famous_second_early	n/a	f056.bmp	6	n/a	famous	faces	2	1	3.1073
118.5485454545	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
121.2603636364	n/a	n/a	famous_new	n/a	f119.bmp	5	n/a	famous	faces	1	0	0
121.7985454545	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
124.4503636364	n/a	n/a	famous_second_early	n/a	f119.bmp	6	n/a	famous	faces	2	1	3.19
125.0085454545	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
127.5412727273	n/a	n/a	scrambled_second_late	n/a	s011.bmp	19	n/a	scrambled	faces	2	13	41.0936
128.1294545455	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
130.7985454545	n/a	n/a	scrambled_new	n/a	s038.bmp	17	n/a	scrambled	faces	1	0	0
131.4285454545	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
134.0730909091	n/a	n/a	unfamiliar_new	n/a	u005.bmp	13	n/a	unfamiliar	faces	1	0	0
134.6303636364	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
137.2803636364	n/a	n/a	famous_second_late	n/a	f006.bmp	7	n/a	famous	faces	2	11	34.6636
137.8549090909	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
140.4203636364	n/a	n/a	famous_new	n/a	f059.bmp	5	n/a	famous	faces	1	0	0
140.9821818182	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
143.4949090909	n/a	n/a	famous_second_early	n/a	f059.bmp	6	n/a	famous	faces	2	1	3.0745
143.9376363636	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
146.8185454545	n/a	n/a	famous_second_late	n/a	f097.bmp	7	n/a	famous	faces	2	12	38.0373
147.4458181818	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
149.9930909091	n/a	n/a	famous_new	n/a	f086.bmp	5	n/a	famous	faces	1	0	0
150.6812727273	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
153.1830909091	n/a	n/a	scrambled_new	n/a	s098.bmp	17	n/a	scrambled	faces	1	0	0
153.8076363636	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
156.2903636364	n/a	n/a	scrambled_second_early	n/a	s098.bmp	18	n/a	scrambled	faces	2	1	3.1073
156.8158181818	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
159.5812727273	n/a	n/a	famous_new	n/a	f033.bmp	5	n/a	famous	faces	1	0	0
160.2812727273	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
162.7385454545	n/a	n/a	famous_second_early	n/a	f033.bmp	6	n/a	famous	faces	2	1	3.1573
163.2494545455	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
166.0467272727	n/a	n/a	scrambled_second_late	n/a	s038.bmp	19	n/a	scrambled	faces	2	11	35.2482
166.6185454545	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
169.3376363636	n/a	n/a	famous_new	n/a	f016.bmp	5	n/a	famous	faces	1	0	0
169.8694545455	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
172.3949090909	n/a	n/a	famous_second_early	n/a	f016.bmp	6	n/a	famous	faces	2	1	3.0573
172.8776363636	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
175.5012727273	n/a	n/a	unfamiliar_second_late	n/a	u005.bmp	15	n/a	unfamiliar	faces	2	13	41.4282
175.9958181818	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
178.5921818182	n/a	n/a	famous_new	n/a	f113.bmp	5	n/a	famous	faces	1	0	0
179.2758181818	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
181.6994545455	n/a	n/a	famous_second_early	n/a	f113.bmp	6	n/a	famous	faces	2	1	3.1073
182.3249090909	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
184.9567272727	n/a	n/a	scrambled_new	n/a	s004.bmp	17	n/a	scrambled	faces	1	0	0
185.5349090909	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
188.1140000000	n/a	n/a	scrambled_second_early	n/a	s004.bmp	18	n/a	scrambled	faces	2	1	3.1573
188.6094545455	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
191.3049090909	n/a	n/a	famous_second_late	n/a	f086.bmp	7	n/a	famous	faces	2	13	41.3118
191.8030909091	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
194.6294545455	n/a	n/a	famous_new	n/a	f011.bmp	5	n/a	famous	faces	1	0	0
195.2749090909	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
197.9203636364	n/a	n/a	scrambled_new	n/a	s128.bmp	17	n/a	scrambled	faces	1	0	0
198.4249090909	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
201.2612727273	n/a	n/a	scrambled_second_early	n/a	s128.bmp	18	n/a	scrambled	faces	2	1	3.3409
201.7485454545	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
204.3849090909	n/a	n/a	unfamiliar_new	n/a	u025.bmp	13	n/a	unfamiliar	faces	1	0	0
205.0585454545	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
207.4085454545	n/a	n/a	famous_new	n/a	f114.bmp	5	n/a	famous	faces	1	0	0
208.0449090909	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
210.7330909091	n/a	n/a	unfamiliar_new	n/a	u080.bmp	13	n/a	unfamiliar	faces	1	0	0
211.3240000000	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
213.7894545455	n/a	n/a	unfamiliar_second_early	n/a	u080.bmp	14	n/a	unfamiliar	faces	2	1	3.0564
214.5167272727	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
216.9467272727	n/a	n/a	unfamiliar_new	n/a	u092.bmp	13	n/a	unfamiliar	faces	1	0	0
217.5740000000	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
219.9540000000	n/a	n/a	unfamiliar_second_early	n/a	u092.bmp	14	n/a	unfamiliar	faces	2	1	3.0073
220.6758181818	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
223.2612727273	n/a	n/a	famous_second_late	n/a	f011.bmp	7	n/a	famous	faces	2	9	28.6318
223.9394545455	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
226.3685454545	n/a	n/a	famous_new	n/a	f060.bmp	5	n/a	famous	faces	1	0	0
227.3185454545	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
229.5094545455	n/a	n/a	scrambled_new	n/a	s139.bmp	17	n/a	scrambled	faces	1	0	0
230.2212727273	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
232.6830909091	n/a	n/a	unfamiliar_second_late	n/a	u025.bmp	15	n/a	unfamiliar	faces	2	9	28.2982
233.3540000000	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
235.8576363636	n/a	n/a	scrambled_new	n/a	s137.bmp	17	n/a	scrambled	faces	1	0	0
236.5830909091	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
238.9312727273	n/a	n/a	scrambled_second_early	n/a	s137.bmp	18	n/a	scrambled	faces	2	1	3.0736
239.5885454545	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
242.2385454545	n/a	n/a	famous_second_late	n/a	f114.bmp	7	n/a	famous	faces	2	11	34.83
242.9430909091	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
245.5130909091	n/a	n/a	scrambled_new	n/a	s044.bmp	17	n/a	scrambled	faces	1	0	0
246.1385454545	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
248.6367272727	n/a	n/a	unfamiliar_new	n/a	u136.bmp	13	n/a	unfamiliar	faces	1	0	0
249.2358181818	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
251.7603636364	n/a	n/a	unfamiliar_second_early	n/a	u136.bmp	14	n/a	unfamiliar	faces	2	1	3.1236
252.2876363636	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
254.9685454545	n/a	n/a	scrambled_new	n/a	s076.bmp	17	n/a	scrambled	faces	1	0	0
255.6003636364	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
258.1921818182	n/a	n/a	famous_second_late	n/a	f060.bmp	7	n/a	famous	faces	2	10	31.8236
258.8576363636	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
261.2658181818	n/a	n/a	unfamiliar_new	n/a	u087.bmp	13	n/a	unfamiliar	faces	1	0	0
261.8803636364	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
264.3394545455	n/a	n/a	scrambled_second_late	n/a	s139.bmp	19	n/a	scrambled	faces	2	11	34.83
265.0058181818	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
267.5640000000	n/a	n/a	scrambled_new	n/a	s012.bmp	17	n/a	scrambled	faces	1	0	0
268.1794545455	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
270.8212727273	n/a	n/a	scrambled_second_early	n/a	s012.bmp	18	n/a	scrambled	faces	2	1	3.2573
271.3667272727	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
274.0458181818	n/a	n/a	scrambled_new	n/a	s086.bmp	17	n/a	scrambled	faces	1	0	0
274.6258181818	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
277.0858181818	n/a	n/a	scrambled_second_early	n/a	s086.bmp	18	n/a	scrambled	faces	2	1	3.04
277.6485454545	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
280.2267272727	n/a	n/a	scrambled_second_late	n/a	s044.bmp	19	n/a	scrambled	faces	2	11	34.7136
280.8594545455	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
283.3330909091	n/a	n/a	scrambled_new	n/a	s058.bmp	17	n/a	scrambled	faces	1	0	0
284.0576363636	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
286.5740000000	n/a	n/a	scrambled_second_early	n/a	s058.bmp	18	n/a	scrambled	faces	2	1	3.2409
287.1821818182	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
289.7985454545	n/a	n/a	famous_new	n/a	f062.bmp	5	n/a	famous	faces	1	0	0
290.3649090909	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
293.0721818182	n/a	n/a	scrambled_second_late	n/a	s076.bmp	19	n/a	scrambled	faces	2	12	38.1036
293.7194545455	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
296.2967272727	n/a	n/a	unfamiliar_new	n/a	u141.bmp	13	n/a	unfamiliar	faces	1	0	0
297.0130909091	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
299.4040000000	n/a	n/a	unfamiliar_second_late	n/a	u087.bmp	15	n/a	unfamiliar	faces	2	12	38.1382
299.9612727273	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
302.4940000000	n/a	n/a	scrambled_new	n/a	s141.bmp	17	n/a	scrambled	faces	1	0	0
303.0494545455	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
305.6349090909	n/a	n/a	unfamiliar_new	n/a	u128.bmp	13	n/a	unfamiliar	faces	1	0	0
306.1830909091	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
308.7085454545	n/a	n/a	unfamiliar_new	n/a	u150.bmp	13	n/a	unfamiliar	faces	1	0	0
309.4376363636	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
311.9330909091	n/a	n/a	scrambled_new	n/a	s008.bmp	17	n/a	scrambled	faces	1	0	0
312.5640000000	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
314.9567272727	n/a	n/a	scrambled_second_early	n/a	s008.bmp	18	n/a	scrambled	faces	2	1	3.0236
315.5140000000	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
317.9967272727	n/a	n/a	famous_second_late	n/a	f062.bmp	7	n/a	famous	faces	2	9	28.1982
318.5094545455	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
321.1040000000	n/a	n/a	famous_new	n/a	f045.bmp	5	n/a	famous	faces	1	0	0
321.6012727273	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
324.3112727273	n/a	n/a	famous_second_early	n/a	f045.bmp	6	n/a	famous	faces	2	1	3.2073
324.8830909091	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
327.4349090909	n/a	n/a	unfamiliar_second_late	n/a	u141.bmp	15	n/a	unfamiliar	faces	2	10	31.1382
328.1094545455	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
330.5085454545	n/a	n/a	famous_new	n/a	f147.bmp	5	n/a	famous	faces	1	0	0
331.1512727273	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
333.5494545455	n/a	n/a	famous_second_early	n/a	f147.bmp	6	n/a	famous	faces	2	1	3.0409
333.9894545455	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
336.6894545455	n/a	n/a	scrambled_second_late	n/a	s141.bmp	19	n/a	scrambled	faces	2	11	34.1955
337.2630909091	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
339.9140000000	n/a	n/a	unfamiliar_new	n/a	u129.bmp	13	n/a	unfamiliar	faces	1	0	0
340.4876363636	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
343.1049090909	n/a	n/a	unfamiliar_second_late	n/a	u128.bmp	15	n/a	unfamiliar	faces	2	12	37.47
343.6476363636	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
346.2621818182	n/a	n/a	famous_new	n/a	f024.bmp	5	n/a	famous	faces	1	0	0
346.8140000000	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
349.4521818182	n/a	n/a	unfamiliar_second_late	n/a	u150.bmp	15	n/a	unfamiliar	faces	2	13	40.7436
349.9685454545	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
352.7103636364	n/a	n/a	unfamiliar_new	n/a	u004.bmp	13	n/a	unfamiliar	faces	1	0	0
353.3140000000	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
356.0512727273	n/a	n/a	unfamiliar_new	n/a	u045.bmp	13	n/a	unfamiliar	faces	1	0	0
356.7030909091	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
359.2585454545	n/a	n/a	unfamiliar_second_early	n/a	u045.bmp	14	n/a	unfamiliar	faces	2	1	3.2073
359.8230909091	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
362.4994545455	n/a	n/a	unfamiliar_new	n/a	u039.bmp	13	n/a	unfamiliar	faces	1	0	0
363.0967272727	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
365.7903636364	n/a	n/a	famous_new	n/a	f038.bmp	5	n/a	famous	faces	1	0	0
366.4830909091	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
368.9476363636	n/a	n/a	famous_second_early	n/a	f038.bmp	6	n/a	famous	faces	2	1	3.1573
369.4221818182	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
372.2212727273	n/a	n/a	unfamiliar_second_late	n/a	u129.bmp	15	n/a	unfamiliar	faces	2	10	32.3073
372.7176363636	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
375.2785454545	n/a	n/a	famous_new	n/a	f021.bmp	5	n/a	famous	faces	1	0	0
375.9203636364	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
378.5194545455	n/a	n/a	famous_second_early	n/a	f021.bmp	6	n/a	famous	faces	2	1	3.2409
379.0485454545	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
381.6603636364	n/a	n/a	famous_second_late	n/a	f024.bmp	7	n/a	famous	faces	2	11	35.3982
382.5140000000	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
384.9012727273	n/a	n/a	unfamiliar_new	n/a	u077.bmp	13	n/a	unfamiliar	faces	1	0	0
385.4421818182	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
388.0749090909	n/a	n/a	unfamiliar_second_early	n/a	u077.bmp	14	n/a	unfamiliar	faces	2	1	3.1736
388.5067272727	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
391.1485454545	n/a	n/a	unfamiliar_second_late	n/a	u004.bmp	15	n/a	unfamiliar	faces	2	12	38.4382
391.6830909091	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
394.3558181818	n/a	n/a	famous_new	n/a	f012.bmp	5	n/a	famous	faces	1	0	0
394.9067272727	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
397.5476363636	n/a	n/a	unfamiliar_new	n/a	u001.bmp	13	n/a	unfamiliar	faces	1	0	0
398.0903636364	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
400.7040000000	n/a	n/a	unfamiliar_second_late	n/a	u039.bmp	15	n/a	unfamiliar	faces	2	12	38.2045
401.3067272727	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
403.8276363636	n/a	n/a	famous_new	n/a	f065.bmp	5	n/a	famous	faces	1	0	0
404.4658181818	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
407.0685454545	n/a	n/a	famous_second_early	n/a	f065.bmp	6	n/a	famous	faces	2	1	3.2409
407.4840000000	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
410.2103636364	n/a	n/a	famous_new	n/a	f048.bmp	5	n/a	famous	faces	1	0	0
410.7021818182	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
413.5003636364	n/a	n/a	scrambled_new	n/a	s122.bmp	17	n/a	scrambled	faces	1	0	0
414.1730909091	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
416.7076363636	n/a	n/a	scrambled_second_early	n/a	s122.bmp	18	n/a	scrambled	faces	2	1	3.2073
417.4176363636	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
420.0485454545	n/a	n/a	famous_new	n/a	f003.bmp	5	n/a	famous	faces	1	0	0
420.6130909091	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
423.2894545455	n/a	n/a	famous_second_early	n/a	f003.bmp	6	n/a	famous	faces	2	1	3.2409
423.8949090909	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
426.3967272727	n/a	n/a	famous_second_late	n/a	f012.bmp	7	n/a	famous	faces	2	10	32.0409
426.9712727273	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
429.5703636364	n/a	n/a	unfamiliar_new	n/a	u096.bmp	13	n/a	unfamiliar	faces	1	0	0
430.2858181818	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
432.7449090909	n/a	n/a	unfamiliar_second_early	n/a	u096.bmp	14	n/a	unfamiliar	faces	2	1	3.1745
433.2140000000	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
435.9349090909	n/a	n/a	unfamiliar_second_late	n/a	u001.bmp	15	n/a	unfamiliar	faces	2	12	38.3873
436.5258181818	n/a	n/a	right_sym	n/a	n/a	4096	n/a	n/a	button_press	0	0	0
439.2758181818	n/a	n/a	scrambled_new	n/a	s026.bmp	17	n/a	scrambled	faces	1	0	0
439.8185454545	n/a	n/a	left_nonsym	n/a	n/a	256	n/a	n/a	button_press	0	0	0
442.5840000000	n/a	n/a	famous_new	n/a	f026.bmp	5	n/a	famous	faces	1	0	0
